ApplicationDate,Age,AnnualIncome,CreditScore,RiskScore,LoanApproved
2058-07-09,35,33957,629,52.0,0
2058-07-10,37,37654,592,55.0,0
2058-07-11,48,40242,594,53.0,0
2058-07-12,18,16086,607,55.0,0
2058-07-13,40,59593,540,57.0,0
2058-07-14,46,87147,624,60.0,0
2058-07-15,32,31564,575,49.0,0
2058-07-16,40,18080,551,53.0,0
2058-07-17,32,49251,487,56.0,0
2058-07-19,35,51806,581,51.0,0
2058-07-20,31,31117,577,57.0,0
2058-07-21,48,22993,599,56.0,0
2058-07-22,31,64901,589,51.0,0
2058-07-24,61,43541,661,47.0,0
2058-07-25,51,39746,656,51.0,0
2058-07-26,18,41002,492,53.0,0
2058-07-29,43,21103,555,60.0,0
2058-07-30,22,23312,517,57.0,0
2058-07-31,53,36128,654,46.0,0
2058-08-01,49,55918,532,42.0,0
2058-08-04,45,34145,630,49.0,0
2058-08-06,58,19617,611,48.0,0
2058-08-07,53,74449,631,44.0,0
2058-08-08,29,25405,590,56.0,0
2058-08-09,47,27803,599,52.0,0
2058-08-10,32,64756,556,52.0,0
2058-08-11,46,46480,523,55.0,0
2058-08-12,45,36801,569,53.0,0
2058-08-13,23,19638,608,64.0,0
2058-08-14,38,64776,626,49.0,0
2058-08-16,34,85562,565,63.0,0
2058-08-17,43,15000,526,61.0,0
2058-08-19,39,38266,636,50.0,0
2058-08-20,42,67291,516,56.0,0
2058-08-21,56,63118,676,44.0,0
2058-08-22,45,27911,551,53.0,0
2058-08-23,42,31556,614,51.0,0
2058-08-24,28,22262,537,58.0,0
2058-08-25,48,31124,613,48.0,0
2058-08-26,43,27598,581,51.0,0
2058-08-28,40,29237,552,55.0,0
2058-08-29,18,45411,579,49.0,0
2058-09-01,33,16444,558,57.0,0
2058-09-03,41,50425,514,49.0,0
2058-09-04,37,38862,581,51.0,0
2058-09-05,38,45686,572,54.0,0
2058-09-06,29,31228,637,57.0,0
2058-09-07,39,32201,441,59.0,0
2058-09-08,32,23350,588,55.0,0
2058-09-09,35,30814,554,51.0,0
2058-09-10,36,69353,522,52.0,0
2058-09-12,51,37671,602,54.0,0
2058-09-13,38,64373,569,54.0,0
2058-09-15,58,38028,618,47.0,0
2058-09-16,50,23082,552,53.0,0
2058-09-18,43,30468,599,57.0,0
2058-09-19,50,41925,604,50.0,0
2058-09-20,41,56699,532,48.0,0
2058-09-21,51,101733,621,47.0,0
2058-09-22,47,43750,605,49.0,0
2058-09-23,35,15000,600,45.0,0
2058-09-24,50,48657,564,60.0,0
2058-09-25,41,57233,595,57.0,0
2058-09-26,38,33773,600,51.0,0
2058-09-27,34,15000,504,65.0,0
2058-09-28,41,37633,586,62.0,0
2058-09-29,51,15000,540,55.0,0
2058-09-30,50,19222,602,45.0,0
2058-10-01,44,21519,637,54.0,0
2058-10-02,47,24767,616,53.0,0
2058-10-04,38,55087,624,52.0,0
2058-10-05,26,54252,582,53.0,0
2058-10-06,55,55208,597,52.0,0
2058-10-07,33,21610,547,57.0,0
2058-10-08,31,25140,566,61.0,0
2058-10-09,18,31408,468,55.0,0
2058-10-10,46,47704,628,53.0,0
2058-10-12,30,81220,562,50.0,0
2058-10-13,47,63188,596,59.0,0
2058-10-15,32,62018,477,49.0,0
2058-10-17,29,96568,534,52.0,0
2058-10-18,33,29174,572,57.0,0
2058-10-19,43,67086,625,56.0,0
2058-10-20,33,49686,573,49.0,0
2058-10-21,37,24457,598,53.0,0
2058-10-22,22,59532,543,51.0,0
2058-10-23,53,35394,569,60.0,0
2058-10-24,46,15000,532,49.0,0
2058-10-26,55,32802,615,57.0,0
2058-10-28,35,46721,618,47.0,0
2058-10-29,18,62159,513,53.0,0
2058-10-30,77,18248,605,61.0,0
2058-11-01,52,52007,434,49.0,0
2058-11-03,51,48425,609,54.0,0
2058-11-04,62,37698,615,55.0,0
2058-11-06,27,29388,583,51.0,0
2058-11-07,38,58058,607,53.0,0
2058-11-08,18,52690,518,53.0,0
2058-11-10,49,65330,629,47.0,0
2058-11-11,39,35400,592,58.0,0
2058-11-12,36,18208,528,52.0,0
2058-11-13,46,20706,574,59.0,0
2058-11-14,47,64322,407,51.0,0
2058-11-16,41,50456,587,54.0,0
2058-11-17,69,59393,602,48.0,0
2058-11-18,23,20820,583,56.0,0
2058-11-19,38,58031,528,63.0,0
2058-11-20,63,54196,586,54.0,0
2058-11-21,53,28710,538,51.0,0
2058-11-22,33,26842,495,53.0,0
2058-11-25,31,29434,558,51.0,0
2058-11-27,36,27966,550,56.0,0
2058-11-28,41,27662,630,57.0,0
2058-11-30,24,28213,552,57.0,0
2058-12-01,39,20837,629,53.0,0
2058-12-03,40,50743,573,54.0,0
2058-12-04,36,79850,568,55.0,0
2058-12-05,49,38873,518,62.0,0
2058-12-06,38,43175,565,55.0,0
2058-12-08,39,26227,466,52.0,0
2058-12-09,48,48139,590,57.0,0
2058-12-10,30,50464,576,51.0,0
2058-12-11,46,63057,636,48.0,0
2058-12-14,33,31171,522,50.0,0
2058-12-15,32,39707,553,57.0,0
2058-12-16,43,48120,595,50.0,0
2058-12-18,38,69160,604,46.0,0
2058-12-20,39,34359,624,48.0,0
2058-12-21,41,195219,604,43.0,0
2058-12-22,37,29490,554,49.0,0
2058-12-23,40,19668,544,63.0,0
2058-12-24,72,26878,617,46.0,0
2058-12-26,47,92140,483,48.0,0
2058-12-27,45,70572,660,44.0,0
2058-12-28,36,32742,510,54.0,0
2058-12-29,55,38024,583,52.0,0
2058-12-31,52,51573,490,55.0,0
2059-01-01,35,68981,555,51.0,0
2059-01-02,28,39357,603,59.0,0
2059-01-04,26,51514,513,54.0,0
2059-01-06,25,45860,616,54.0,0
2059-01-07,36,71581,579,67.0,0
2059-01-08,22,33568,561,52.0,0
2059-01-09,73,66831,673,54.0,0
2059-01-10,20,41550,511,55.0,0
2059-01-11,40,39038,576,55.0,0
2059-01-12,53,50710,604,63.0,0
2059-01-13,52,34956,614,54.0,0
2059-01-14,50,51852,605,48.0,0
2059-01-15,36,65895,591,53.0,0
2059-01-16,56,44862,647,51.0,0
2059-01-19,42,38717,566,51.0,0
2059-01-22,54,78323,636,48.0,0
2059-01-23,55,27856,626,59.0,0
2059-01-24,29,18989,531,52.0,0
2059-01-25,38,31138,599,59.0,0
2059-01-26,38,71126,603,48.0,0
2059-01-27,39,54613,541,58.0,0
2059-01-29,51,65737,678,47.0,0
2059-01-30,31,22712,608,49.0,0
2059-01-31,29,39630,601,58.0,0
2059-02-01,54,55980,552,52.0,0
2059-02-02,34,38719,458,56.0,0
2059-02-03,24,40585,469,51.0,0
2059-02-04,34,19280,581,55.0,0
2059-02-05,36,49118,597,53.0,0
2059-02-06,58,16781,568,52.0,0
2059-02-07,51,20468,508,55.0,0
2059-02-08,53,29382,565,56.0,0
2059-02-09,49,17840,645,52.0,0
2059-02-10,51,36734,588,51.0,0
2059-02-11,31,59430,582,58.0,0
2059-02-13,28,40950,614,46.0,0
2059-02-14,37,25392,575,57.0,0
2059-02-15,48,43491,483,53.0,0
2059-02-16,41,45235,605,50.0,0
2059-02-17,55,25233,594,55.0,0
2059-02-18,26,74071,582,50.0,0
2059-02-19,46,38640,479,55.0,0
2059-02-20,25,27092,556,52.0,0
2059-02-21,41,33739,549,60.0,0
2059-02-23,37,74235,491,49.0,0
2059-02-24,46,36907,575,56.0,0
2059-02-25,28,15000,439,51.0,0
2059-02-26,20,15000,526,54.0,0
2059-02-27,46,45179,604,43.0,0
2059-02-28,60,52368,576,52.0,0
2059-03-01,28,20430,563,52.0,0
2059-03-02,54,55278,542,52.0,0
2059-03-03,40,34580,618,61.0,0
2059-03-04,23,26640,568,55.0,0
2059-03-06,40,27960,596,52.0,0
2059-03-07,35,20872,574,51.0,0
2059-03-08,24,15118,535,54.0,0
2059-03-09,19,33990,594,50.0,0
2059-03-10,29,19386,608,49.0,0
2059-03-13,33,72151,531,68.0,0
2059-03-14,42,35223,623,49.0,0
2059-03-15,52,36846,578,59.0,0
2059-03-16,44,19918,544,51.0,0
2059-03-19,28,65073,598,54.0,0
2059-03-20,37,38482,606,50.0,0
2059-03-21,37,48894,604,59.0,0
2059-03-22,25,53771,546,51.0,0
2059-03-25,62,24203,630,59.0,0
2059-03-26,28,30271,602,43.0,0
2059-03-27,59,56976,545,52.0,0
2059-03-28,40,32758,568,50.0,0
2059-03-29,46,31940,539,57.0,0
2059-03-31,42,40242,507,57.0,0
2059-04-01,47,22589,651,53.0,0
2059-04-04,35,42660,622,53.0,0
2059-04-05,34,88256,517,65.0,0
2059-04-06,20,15000,589,54.0,0
2059-04-07,46,39863,543,61.0,0
2059-04-08,52,40606,609,50.0,0
2059-04-09,59,54072,601,53.0,0
2059-04-11,30,56096,487,51.0,0
2059-04-13,52,20851,579,63.0,0
2059-04-14,18,20165,615,47.0,0
2059-04-16,37,42915,545,55.0,0
2059-04-18,40,59333,563,49.0,0
2059-04-19,41,36144,531,56.0,0
2059-04-20,18,73538,573,49.0,0
2059-04-21,40,50617,595,52.0,0
2059-04-22,18,27777,574,53.0,0
2059-04-24,33,54193,586,49.0,0
2059-04-25,18,51578,477,56.0,0
2059-04-26,30,45872,550,66.0,0
2059-04-28,54,49826,655,48.0,0
2059-04-29,42,15000,593,58.0,0
2059-04-30,44,34601,609,51.0,0
2059-05-01,54,19360,557,61.0,0
2059-05-03,49,60713,646,56.0,0
2059-05-04,48,34777,509,55.0,0
2059-05-05,24,87774,562,50.0,0
2059-05-06,57,59390,525,55.0,0
2059-05-07,22,30065,562,48.0,0
2059-05-08,51,35246,583,55.0,0
2059-05-09,21,26050,527,47.0,0
2059-05-10,47,60650,575,46.0,0
2059-05-11,62,33816,627,50.0,0
2059-05-12,37,39297,586,50.0,0
2059-05-13,36,34343,535,58.0,0
2059-05-14,47,36908,581,60.0,0
2059-05-16,61,28135,548,48.0,0
2059-05-18,36,52900,578,59.0,0
2059-05-20,28,17225,556,57.0,0
2059-05-22,35,33224,534,60.0,0
2059-05-23,34,15000,593,57.0,0
2059-05-24,32,26969,588,52.0,0
2059-05-25,65,70633,573,53.0,0
2059-05-26,27,48709,592,52.0,0
2059-05-28,47,42148,580,65.0,0
2059-05-29,47,55338,578,63.0,0
2059-05-30,39,49396,461,50.0,0
2059-05-31,37,24900,609,53.0,0
2059-06-01,45,55422,547,59.0,0
2059-06-02,43,34599,591,48.0,0
2059-06-03,36,55200,499,54.0,0
2059-06-04,21,44925,561,50.0,0
2059-06-05,34,50155,532,49.0,0
2059-06-06,26,44099,574,56.0,0
2059-06-07,31,99435,602,49.0,0
2059-06-08,40,22841,604,54.0,0
2059-06-09,44,35775,606,47.0,0
2059-06-12,49,53955,453,67.0,0
2059-06-16,27,105143,516,57.0,0
2059-06-18,43,34825,604,52.0,0
2059-06-20,28,37026,537,56.0,0
2059-06-21,24,15518,560,55.0,0
2059-06-24,35,58058,656,46.0,0
2059-06-25,47,41040,553,48.0,0
2059-06-26,38,42779,557,48.0,0
2059-06-27,24,15240,577,62.0,0
2059-06-28,48,21864,521,66.0,0
2059-06-29,26,39969,600,43.0,0
2059-06-30,40,72922,579,61.0,0
2059-07-01,35,38167,555,63.0,0
2059-07-02,50,33178,632,51.0,0
2059-07-03,27,23239,558,52.0,0
2059-07-05,29,24437,609,48.0,0
2059-07-06,33,15000,588,61.0,0
2059-07-07,18,29697,483,60.0,0
2059-07-09,46,57622,583,57.0,0
2059-07-10,30,33026,575,52.0,0
2059-07-13,48,63289,582,51.0,0
2059-07-14,18,48814,556,56.0,0
2059-07-15,38,51990,611,50.0,0
2059-07-16,61,29363,586,49.0,0
2059-07-17,26,55051,520,50.0,0
2059-07-18,40,74717,561,58.0,0
2059-07-21,41,46188,590,51.0,0
2059-07-24,55,43382,568,51.0,0
2059-07-25,35,23619,568,55.0,0
2059-07-26,18,29006,539,54.0,0
2059-07-27,35,27618,579,52.0,0
2059-07-29,36,26850,608,49.0,0
2059-07-30,36,106078,557,56.0,0
2059-07-31,54,89176,621,51.0,0
2059-08-02,43,20011,510,60.0,0
2059-08-04,27,15000,576,62.0,0
2059-08-05,18,34421,479,58.0,0
2059-08-07,49,80802,596,49.0,0
2059-08-08,38,59958,460,59.0,0
2059-08-09,33,39489,602,53.0,0
2059-08-10,45,59283,481,51.0,0
2059-08-11,39,32145,564,58.0,0
2059-08-12,60,31507,576,47.0,0
2059-08-13,54,54085,662,52.0,0
2059-08-14,51,57529,488,54.0,0
2059-08-16,24,78935,539,56.0,0
2059-08-18,44,29620,561,53.0,0
2059-08-19,47,38749,638,51.0,0
2059-08-20,45,20633,630,49.0,0
2059-08-21,45,80089,636,48.0,0
2059-08-22,72,30284,581,55.0,0
2059-08-23,39,15000,620,51.0,0
2059-08-26,49,25511,577,54.0,0
2059-08-27,51,68064,641,53.0,0
2059-08-28,44,21175,541,62.0,0
2059-08-30,29,57896,511,58.0,0
2059-08-31,34,63787,585,61.0,0
2059-09-01,42,59398,566,53.0,0
2059-09-02,50,16331,599,61.0,0
2059-09-03,42,45387,593,62.0,0
2059-09-05,32,68356,605,49.0,0
2059-09-06,26,18637,597,54.0,0
2059-09-07,43,34448,545,66.0,0
2059-09-08,39,26726,432,59.0,0
2059-09-09,46,15000,616,49.0,0
2059-09-10,39,38142,447,51.0,0
2059-09-11,35,42285,586,52.0,0
2059-09-12,39,36778,505,58.0,0
2059-09-13,40,52081,625,56.0,0
2059-09-14,36,26738,526,56.0,0
2059-09-15,37,92572,630,46.0,0
2059-09-16,35,45035,540,55.0,0
2059-09-17,50,34402,504,55.0,0
2059-09-19,67,69082,623,49.0,0
2059-09-20,41,32687,556,52.0,0
2059-09-21,33,40241,534,56.0,0
2059-09-22,72,51088,524,50.0,0
2059-09-23,44,35479,559,52.0,0
2059-09-24,51,32134,578,48.0,0
2059-09-25,47,43496,648,52.0,0
2059-09-27,46,36146,498,49.0,0
2059-09-28,26,91228,574,51.0,0
2059-09-29,44,56857,481,55.0,0
2059-09-30,24,45498,604,56.0,0
2059-10-01,37,20194,599,64.0,0
2059-10-02,31,83023,599,51.0,0
2059-10-04,44,35432,578,59.0,0
2059-10-05,45,112983,586,70.0,0
2059-10-06,43,27626,635,55.0,0
2059-10-07,32,39224,570,57.0,0
2059-10-08,36,21661,605,53.0,0
2059-10-09,51,69140,566,60.0,0
2059-10-10,52,41810,533,59.0,0
2059-10-11,26,46808,537,59.0,0
2059-10-12,21,97929,548,45.0,0
2059-10-18,62,49458,626,54.0,0
2059-10-19,44,72770,585,56.0,0
2059-10-20,57,55543,643,48.0,0
2059-10-22,29,64393,615,51.0,0
2059-10-24,40,74990,650,63.0,0
2059-10-25,41,47444,554,60.0,0
2059-10-27,44,42059,548,52.0,0
2059-10-29,24,35954,537,57.0,0
2059-10-30,18,15000,574,56.0,0
2059-10-31,42,45923,615,57.0,0
2059-11-01,42,79848,512,57.0,0
2059-11-02,43,63545,643,48.0,0
2059-11-03,28,26902,528,57.0,0
2059-11-05,48,28311,591,55.0,0
2059-11-06,24,24075,539,52.0,0
2059-11-07,22,18279,536,51.0,0
2059-11-08,39,28670,508,55.0,0
2059-11-09,61,53166,653,64.0,0
2059-11-11,46,37386,606,53.0,0
2059-11-12,31,46641,582,50.0,0
2059-11-14,34,35744,561,61.0,0
2059-11-15,30,18676,611,52.0,0
2059-11-16,18,97069,519,51.0,0
2059-11-17,41,36876,580,58.0,0
2059-11-18,32,15000,568,52.0,0
2059-11-19,41,33440,512,51.0,0
2059-11-20,18,44605,542,57.0,0
2059-11-21,42,76290,609,46.0,0
2059-11-22,18,21669,602,51.0,0
2059-11-23,53,15772,569,59.0,0
2059-11-24,46,47849,535,50.0,0
2059-11-25,36,59665,543,56.0,0
2059-11-27,28,77403,539,50.0,0
2059-11-28,40,57752,590,53.0,0
2059-11-29,49,33354,621,52.0,0
2059-11-30,18,21527,444,67.0,0
2059-12-01,34,43803,563,58.0,0
2059-12-02,39,25855,476,60.0,0
2059-12-04,57,78939,569,51.0,0
2059-12-05,26,22055,595,55.0,0
2059-12-06,32,34998,600,53.0,0
2059-12-08,58,106855,575,59.0,0
2059-12-09,37,56160,528,47.0,0
2059-12-10,34,103317,497,55.0,0
2059-12-11,39,98978,549,54.0,0
2059-12-13,44,20558,637,60.0,0
2059-12-14,71,113883,590,64.0,0
2059-12-15,45,67349,538,49.0,0
2059-12-16,34,25586,530,54.0,0
2059-12-18,35,25844,511,57.0,0
2059-12-19,21,18921,629,53.0,0
2059-12-20,40,67465,549,60.0,0
2059-12-22,32,64220,577,65.0,0
2059-12-23,30,59916,620,56.0,0
2059-12-24,58,30315,629,53.0,0
2059-12-25,22,59445,490,50.0,0
2059-12-26,18,20027,508,55.0,0
2059-12-27,26,29335,612,59.0,0
2059-12-28,21,63865,495,58.0,0
2059-12-29,44,18377,549,60.0,0
2059-12-31,37,24781,603,46.0,0
2060-01-01,53,53904,501,55.0,0
2060-01-02,31,15000,557,59.0,0
2060-01-06,48,51515,453,51.0,0
2060-01-07,37,23085,589,52.0,0
2060-01-09,21,79760,518,47.0,0
2060-01-10,20,76929,530,61.0,0
2060-01-11,35,15000,624,46.0,0
2060-01-12,29,25472,554,72.0,0
2060-01-13,33,24854,472,60.0,0
2060-01-16,35,82212,551,48.0,0
2060-01-17,30,19333,549,58.0,0
2060-01-18,35,58027,542,54.0,0
2060-01-19,30,15704,581,54.0,0
2060-01-20,28,29139,578,67.0,0
2060-01-21,20,44625,594,62.0,0
2060-01-22,40,41538,551,58.0,0
2060-01-23,33,57073,607,55.0,0
2060-01-24,51,30582,567,49.0,0
2060-01-25,22,48983,424,59.0,0
2060-01-26,33,57852,550,61.0,0
2060-01-28,28,33277,551,51.0,0
2060-01-29,37,15000,528,55.0,0
2060-01-30,25,63814,562,50.0,0
2060-01-31,23,57180,622,53.0,0
2060-02-01,58,33665,620,64.0,0
2060-02-02,42,45016,585,49.0,0
2060-02-03,41,45191,465,53.0,0
2060-02-04,19,25231,576,53.0,0
2060-02-05,44,21799,625,49.0,0
2060-02-06,53,44191,596,74.0,0
2060-02-08,48,43925,654,49.0,0
2060-02-09,26,50924,579,48.0,0
2060-02-11,48,30163,597,52.0,0
2060-02-12,18,35761,531,57.0,0
2060-02-13,26,39746,620,51.0,0
2060-02-14,50,82805,503,50.0,0
2060-02-16,21,75379,594,54.0,0
2060-02-17,49,41234,667,44.0,0
2060-02-18,41,24254,562,58.0,0
2060-02-19,49,19919,540,57.0,0
2060-02-20,32,50378,590,50.0,0
2060-02-21,47,31551,627,51.0,0
2060-02-22,50,27111,513,60.0,0
2060-02-24,40,77701,605,49.0,0
2060-02-26,59,92922,665,40.0,0
2060-02-28,28,36255,555,58.0,0
2060-02-29,31,60029,608,49.0,0
2060-03-01,41,76746,613,47.0,0
2060-03-05,43,15000,526,66.0,0
2060-03-07,38,61660,604,54.0,0
2060-03-08,40,73983,567,49.0,0
2060-03-09,38,20064,486,58.0,0
2060-03-10,52,15000,565,48.0,0
2060-03-11,39,40081,606,63.0,0
2060-03-12,49,45678,496,57.0,0
2060-03-13,34,43276,634,48.0,0
2060-03-15,30,38544,536,53.0,0
2060-03-16,54,15000,656,44.0,0
2060-03-17,29,48464,528,56.0,0
2060-03-18,36,48758,487,50.0,0
2060-03-20,35,34035,540,55.0,0
2060-03-21,48,41777,621,61.0,0
2060-03-22,36,45080,550,50.0,0
2060-03-23,56,69563,537,58.0,0
2060-03-26,30,55722,556,56.0,0
2060-03-28,39,36118,585,48.0,0
2060-03-29,38,15000,541,47.0,0
2060-03-30,54,60967,453,54.0,0
2060-03-31,32,29619,605,60.0,0
2060-04-02,30,24672,521,52.0,0
2060-04-04,25,24542,596,54.0,0
2060-04-05,32,54539,575,48.0,0
2060-04-06,39,45187,587,55.0,0
2060-04-07,61,62428,616,52.0,0
2060-04-08,41,15000,586,54.0,0
2060-04-11,35,72115,592,53.0,0
2060-04-12,58,85260,646,58.0,0
2060-04-14,32,32648,621,47.0,0
2060-04-15,45,42398,523,58.0,0
2060-04-16,36,69634,536,49.0,0
2060-04-17,18,51764,614,47.0,0
2060-04-18,51,33664,581,51.0,0
2060-04-19,53,86002,630,62.0,0
2060-04-21,45,31084,586,59.0,0
2060-04-22,37,77895,581,54.0,0
2060-04-23,50,60208,643,58.0,0
2060-04-24,50,52719,658,45.0,0
2060-04-25,59,89529,590,53.0,0
2060-04-26,39,64738,525,52.0,0
2060-04-27,38,35506,525,48.0,0
2060-04-28,31,91666,444,58.0,0
2060-04-29,46,46576,585,58.0,0
2060-05-01,49,51405,604,44.0,0
2060-05-03,47,61993,615,47.0,0
2060-05-04,41,58728,611,51.0,0
2060-05-05,58,29446,594,62.0,0
2060-05-08,32,61534,455,51.0,0
2060-05-09,29,15000,564,53.0,0
2060-05-10,46,26437,651,53.0,0
2060-05-11,27,39644,546,52.0,0
2060-05-12,53,36468,633,55.0,0
2060-05-14,29,37912,587,60.0,0
2060-05-15,37,64199,518,54.0,0
2060-05-17,50,37502,530,60.0,0
2060-05-18,59,27811,579,57.0,0
2060-05-19,19,53210,573,55.0,0
2060-05-20,36,41115,562,52.0,0
2060-05-21,36,47138,588,56.0,0
2060-05-23,34,18081,496,52.0,0
2060-05-25,36,31566,604,52.0,0
2060-05-27,74,21018,664,47.0,0
2060-05-29,41,42513,598,52.0,0
2060-05-30,26,22068,605,52.0,0
2060-05-31,43,72143,511,52.0,0
2060-06-01,38,71649,525,51.0,0
2060-06-02,18,59956,585,58.0,0
2060-06-03,27,77350,449,45.0,0
2060-06-05,63,44348,568,55.0,0
2060-06-06,44,24600,577,50.0,0
2060-06-07,53,42202,489,63.0,0
2060-06-08,38,46134,579,53.0,0
2060-06-09,38,45778,557,57.0,0
2060-06-10,53,51933,569,56.0,0
2060-06-13,27,36163,589,58.0,0
2060-06-14,39,35627,547,61.0,0
2060-06-15,43,22504,557,60.0,0
2060-06-17,44,24718,506,57.0,0
2060-06-18,49,69507,588,59.0,0
2060-06-20,60,21505,579,54.0,0
2060-06-21,36,69902,589,53.0,0
2060-06-22,23,15000,485,55.0,0
2060-06-23,44,30453,579,50.0,0
2060-06-25,34,39561,610,46.0,0
2060-06-27,48,52976,527,57.0,0
2060-06-28,42,78310,466,53.0,0
2060-06-29,40,30117,616,50.0,0
2060-06-30,28,25132,466,56.0,0
2060-07-01,18,16965,568,51.0,0
2060-07-02,26,15808,509,59.0,0
2060-07-03,35,33566,598,63.0,0
2060-07-04,53,112870,652,46.0,0
2060-07-05,38,50146,524,55.0,0
2060-07-06,33,27348,614,60.0,0
2060-07-07,29,35126,599,55.0,0
2060-07-08,47,61224,633,51.0,0
2060-07-10,52,50456,590,50.0,0
2060-07-11,47,68308,593,52.0,0
2060-07-12,22,20750,492,57.0,0
2060-07-13,35,59669,562,57.0,0
2060-07-15,53,46506,583,60.0,0
2060-07-16,21,61351,537,45.0,0
2060-07-18,44,59916,620,48.0,0
2060-07-19,30,104616,599,54.0,0
2060-07-20,18,31706,637,51.0,0
2060-07-22,30,46453,452,62.0,0
2060-07-23,30,37818,469,51.0,0
2060-07-24,35,15000,613,51.0,0
2060-07-25,38,22833,561,53.0,0
2060-07-26,39,15000,586,54.0,0
2060-07-27,29,31672,412,63.0,0
2060-07-28,37,61560,572,50.0,0
2060-07-29,18,45751,579,55.0,0
2060-07-31,18,38178,600,50.0,0
2060-08-01,36,75522,558,49.0,0
2060-08-03,27,36754,577,54.0,0
2060-08-04,48,47760,580,51.0,0
2060-08-05,53,39284,590,61.0,0
2060-08-06,18,15162,549,67.0,0
2060-08-07,38,54635,609,54.0,0
2060-08-10,39,41563,621,52.0,0
2060-08-11,18,32679,581,56.0,0
2060-08-12,63,91539,606,52.0,0
2060-08-13,43,120320,615,69.0,0
2060-08-14,29,26742,570,54.0,0
2060-08-15,57,77991,487,63.0,0
2060-08-17,25,43682,571,53.0,0
2060-08-18,18,22275,493,53.0,0
2060-08-19,61,81487,623,50.0,0
2060-08-20,43,23027,593,60.0,0
2060-08-23,46,45084,599,58.0,0
2060-08-25,43,74685,587,53.0,0
2060-08-27,32,26240,588,50.0,0
2060-08-28,39,66897,594,61.0,0
2060-08-29,43,51979,615,53.0,0
2060-08-30,41,26358,510,57.0,0
2060-08-31,22,31117,563,59.0,0
2060-09-01,23,59364,593,50.0,0
2060-09-02,52,20890,574,56.0,0
2060-09-03,36,26785,626,54.0,0
2060-09-04,47,19061,611,46.0,0
2060-09-05,26,23382,508,59.0,0
2060-09-06,22,54595,581,49.0,0
2060-09-07,29,27732,585,50.0,0
2060-09-09,32,21363,595,49.0,0
2060-09-11,42,33274,539,55.0,0
2060-09-12,62,63516,607,54.0,0
2060-09-13,44,64130,475,52.0,0
2060-09-14,18,15000,597,53.0,0
2060-09-15,52,15574,626,57.0,0
2060-09-16,21,36688,580,57.0,0
2060-09-17,42,36388,586,62.0,0
2060-09-18,30,17048,597,52.0,0
2060-09-19,65,143405,595,56.0,0
2060-09-20,57,20071,609,62.0,0
2060-09-21,31,40908,618,63.0,0
2060-09-23,42,32941,532,51.0,0
2060-09-24,50,33764,517,60.0,0
2060-09-25,40,47974,554,58.0,0
2060-09-26,27,23645,582,51.0,0
2060-09-27,31,67131,540,50.0,0
2060-09-28,39,55689,548,47.0,0
2060-09-29,54,75629,581,49.0,0
2060-10-01,30,43310,566,57.0,0
2060-10-02,47,31354,588,78.0,0
2060-10-03,35,41520,580,55.0,0
2060-10-04,50,15000,553,61.0,0
2060-10-05,70,57717,655,54.0,0
2060-10-06,35,37470,587,50.0,0
2060-10-07,49,52635,558,59.0,0
2060-10-10,40,42347,441,51.0,0
2060-10-11,37,66057,519,54.0,0
2060-10-12,69,53054,690,56.0,0
2060-10-14,47,16564,466,51.0,0
2060-10-15,18,15000,594,52.0,0
2060-10-17,53,43809,520,58.0,0
2060-10-18,33,41621,523,55.0,0
2060-10-19,18,45060,473,53.0,0
2060-10-20,39,33190,491,53.0,0
2060-10-21,40,74800,560,57.0,0
2060-10-24,35,75073,506,49.0,0
2060-10-25,29,15000,581,55.0,0
2060-10-26,25,79171,612,47.0,0
2060-10-28,45,57002,615,50.0,0
2060-10-29,33,57709,555,49.0,0
2060-10-30,49,58442,549,60.0,0
2060-10-31,45,47980,525,49.0,0
2060-11-01,40,57450,614,52.0,0
2060-11-02,29,36782,589,53.0,0
2060-11-03,34,15407,468,55.0,0
2060-11-04,18,16158,583,52.0,0
2060-11-05,42,69618,568,56.0,0
2060-11-06,40,24126,613,49.0,0
2060-11-07,42,16446,589,54.0,0
2060-11-08,46,18622,599,49.0,0
2060-11-09,44,32497,543,54.0,0
2060-11-11,40,47701,632,53.0,0
2060-11-12,23,15948,580,60.0,0
2060-11-13,32,100318,553,54.0,0
2060-11-14,40,48910,542,51.0,0
2060-11-15,31,39582,537,50.0,0
2060-11-16,50,90167,673,49.0,0
2060-11-17,32,51070,624,53.0,0
2060-11-18,42,34870,651,55.0,0
2060-11-19,41,34301,574,56.0,0
2060-11-20,48,29364,572,58.0,0
2060-11-21,50,40032,630,49.0,0
2060-11-22,48,89058,611,59.0,0
2060-11-24,54,44406,631,49.0,0
2060-11-25,58,48298,573,53.0,0
2060-11-26,34,21027,402,48.0,0
2060-11-28,29,24674,628,60.0,0
2060-11-29,18,62372,527,51.0,0
2060-11-30,31,54934,516,54.0,0
2060-12-01,33,46163,520,54.0,0
2060-12-02,35,61131,588,50.0,0
2060-12-03,28,36665,467,53.0,0
2060-12-04,31,48561,612,50.0,0
2060-12-05,39,53637,522,59.0,0
2060-12-06,30,104708,634,50.0,0
2060-12-08,48,101198,602,55.0,0
2060-12-12,32,53703,438,62.0,0
2060-12-13,43,36206,606,57.0,0
2060-12-14,43,17629,588,51.0,0
2060-12-16,49,32023,489,57.0,0
2060-12-17,23,52938,551,52.0,0
2060-12-18,37,61546,609,56.0,0
